,Tweet content,Latitude,Longitude
66192,Kinky Boots!!! @ Kinky Boots on Broaday New York - Al Hirschfeld Theater https://t.co/HUyh6H17Fl,40.75943,-73.98927990000001
60861,"#Nursing #Job in #LittleRock, AR: H7 MEDICAL ONCOLOGY RN I 7A-7P at UAMS https://t.co/ZvJc0slwqI #Jobs #Hiring https://t.co/ARH25WTwqH",34.7464809,-92.2895948
72215,"Um wellllllllllll......... Snorkel and swim fins required, should you choose to go further!!!… https://t.co/fkhUbYJGp1",41.47122083,-79.38250716
74605,"I'm at Chateau Budryk in Beacon, NY https://t.co/DqxY1EDye1",41.50177439,-73.95361626
188507,We're #hiring! Read about our latest #job opening here: In-House Counsel Jobs-Jdhuntr-13522 Corporate... - https://t.co/BScxEJZulL #Legal,34.062028000000005,-118.314876
162945,Polar bear cub Nora to make public debut at Columbus Zoo 10TV https://t.co/uNR4J4rU0V,39.96378925,-82.99527267000002
143636,"He speaks so calmly, he moves like rhythm, he hugs with love, he's genuinely witty, caring… https://t.co/tJLx5dyT7p",40.84657038,-73.93775123
58490,"Shitty quality photo, high quality girl time 💋😈 @ Yard House https://t.co/pYw08AXBXs",38.768798,-121.270004
102134,"G.J. Had a little fun with his finisher recently after our Saturday morning ""Train w/ Me""… https://t.co/uzomrt75KX",29.8334293,-97.9443512
197079,"Speedway: Manager Trainee-Retail Sales (#Cumberland, IN) https://t.co/133dxkIyXm #Retail #Job #Jobs #Hiring #CareerArc",39.7761534,-85.9572036
69762,"Chilifest w/ my fav red raider❤️ @ College Station, Texas https://t.co/qwdMlmMWG2",30.6014,-96.3145
97648,"Want to work in #Bloomingdale, IL? View our latest opening: https://t.co/SVwMFnjv62 #Hospitality #Job #Jobs #Hiring #CareerArc",41.957528499999995,-88.0809036
120912,"There's something so beautiful and timeless about a neutral, organic… https://t.co/fRPPwcRMEJ",37.772346999999996,-108.09371599999999
60925,Drinking a Shady Lane Amber Ale by Heavy Riff Brewing Company at @heavyriffbeer — https://t.co/exTfZh5LGS,38.6288,-90.2934
57308,"Supplemental Health Care: REgistered Nurse ICU / CCU (#Phoenix, AZ) https://t.co/UQKv8zbPtE #Healthcare #Job #Jobs https://t.co/g3CzuTsxSS",33.5636878,-112.05956029999999
174835,"This #Marketing #job might be a great fit for you: Education Support Liaison - https://t.co/dY1KWItEae #Boston, MA #Hiring #CareerArc",42.360082500000004,-71.0588801
197014,"If you're a #Sales professional in #Lee, MA, check out this #job: https://t.co/1LXxDV6QBg #cintasjobs #Hiring #CareerArc",42.3042151,-73.24819509999999
98089,Beautiful. @ Capriccio Cafe https://t.co/MowKRHbTuR,41.05661659,-73.53833
74951,"When ur at Coachella but also not at Coachella @ Long Beach, California https://t.co/X06WXaIsP2",33.8041,-118.15799999999999
88335,"Can you recommend anyone for this #job? Hardware Developer 2 - https://t.co/8ihyvFtBeC #SantaClara, CA #IT #Hiring #CareerArc",37.354107899999995,-121.9552356
67531,Prepping for the @uofdenver startup weekend in the @EDP_denver spaces! @ University of Denver https://t.co/h8EniRL55I,39.68055504,-104.96266838
63453,Drinking a Hop Bomb by @rockbottom at @rockbottommd — https://t.co/tD2RIN2qBr #photo,38.989000000000004,-77.0976
69788,"Want to work in #Austin, TX? View our latest opening: https://t.co/9PGxnKP04F #Hospitality #Veterans #Job #Jobs #Hiring #CareerArc",30.288009499999998,-97.7418152
103598,"Jewelry Consultant - Zales: (#Watauga, TX) https://t.co/7GIkiF0TJE #BusinessMgmt #Job #Jobs #Hiring #CareerArc",32.8579056,-97.25473709999999
12692,Having fun with my #mom on the eve #bluewhite in #happyvalley @ Sharkies Bar &amp; Thrifty Bottle Shop https://t.co/V0cCmuWAMz,40.7977684,-77.8554723
70435,Northwest WR tyler_nw working upper body strength and stability with DB chest press on ball @… https://t.co/iatIVbrtLb,40.91246029999999,-81.41532140000001
101945,"We're #hiring! Click to apply: Deli Associate - https://t.co/zLKVaP58xS #Retail #MOBILE, AL #Job #Jobs",30.728809899999998,-88.1741052
153800,"We're #hiring! Click to apply: Store Manager - Chicago, IL - https://t.co/TwQUJQPe7E #Retail #Chicago, IL #Job #Jobs #CareerArc",41.6771645,-87.642775
203059,@Nutty_Boom_Boom pawsome!,41.0004626,-76.46188659999999
125107,"We're #hiring! Click to apply: Quality Control Technician - Food Production - https://t.co/NrWj1xIZTT #Manufacturing #KansasCity, MO #Job",39.0997265,-94.5785667
185141,Check out my #listing in #Avalon #NJ https://t.co/NfJQRELkrB #realestate #realtor https://t.co/4wApxUdFnF,39.083571500000005,-74.73594679999998
109993,"Can you recommend anyone for this #job? Pharmacy Technician – Target Store - https://t.co/9YqY3Ezf0p #GlenAllen, VA #Healthcare #Hiring",37.665978,-77.5063739
10967,On the #redeye to my #birthplace in the #pacificnorthwest.  What's up #seattle?!?! ✌🏽️😁… https://t.co/6uQgdU9JqQ,33.9442368,-118.3975983
198106,"Ah yes, the king of the donuts (@ Donut King in St Charles, MO) https://t.co/CeTAe5hs7C",38.78242124,-90.49005039
91120,"Can you recommend anyone for this #job? Delivery Driver - https://t.co/HeBILWoLwO #Smithfield, RI #Transportation #Hiring #CareerArc",41.9220496,-71.54951010000002
14301,I'm not here to get laughs or even tell jokes. I'm here to melt your motherfuckin' faces off… https://t.co/5owODqrEiF,34.1466402,-118.13071509999999
185136,"#CustomerService #Job alert: Store Seasonal Employee-Flooring | Lowe's Stores | #Elkin, NC https://t.co/24lCIFIInV #Jobs #Hiring",36.2443012,-80.8484043
148696,Hey 🙃🙂 @ Edisto Island Beach https://t.co/PfKD6xqyvu,32.48457463,-80.32350409
162347,Beautiful day in Central Park! @ Central Park https://t.co/oRjx1DBoKx,40.77274259,-73.972216
126097,"Can you recommend anyone for this #job? Need General Neurologist January 2016 Near Nashville, TN - https://t.co/F6jVWp4DCU #Smyrna, TN",35.976647899999996,-86.5628717
12239,Game Time @ Bowlmor Chelsea Piers https://t.co/vGStWqNluO,40.74600004,-74.00896634
155838,I love my job. @ California State Capitol https://t.co/Tg45p9mXxS,38.576572,-121.49341100000001
119411,"We're #hiring! Read about our latest #job opening here: Assistant Manager - https://t.co/IV3lXgbW3X #SONIC #LakeCharles, LA #Hospitality",30.2175349,-93.1797354
140575,#LatriceRoyale #MimiImfurst #TheDivasOfDrag @ House of Blues Dallas https://t.co/BZIJtgy8SW,32.785027,-96.808306
33216,More Maddie/Daddy @ Ben &amp; Jerry's Scoop Shop Burbank https://t.co/fmOIsl1LYc,34.181766499999995,-118.3111115
139457,#DCRThursdays #DowntownSoulLV #HouseMusic #DTLV #DTSLV #LasVegas (@ Downtown Cocktail Room) https://t.co/SL9ZXnScxt https://t.co/XynLlwHrn9,36.16890272,-115.14067352
23326,Happy Hour 🍷👍😃 #funtimes #happyhour  #cousins #fridayiminlove… https://t.co/1ltijIUXQ2,25.818869199999998,-80.33741019999998
126163,Day 6: fat loss tip - switch 2 meals of complex carbs to colorful veggies. You don't always have… https://t.co/LR7lDilkM7,35.1059,-106.59352
79672,"Want to work at Winn Dixie? We're #hiring in #STPETERSBURG, FL! Click for details: https://t.co/O0o0ExGuR4 #Retail #Job #Jobs #CareerArc",27.782543100000005,-82.71364190000001
44976,"Want to work in #Burlington, MA? View our latest opening: https://t.co/0gLzxNg2qL #WebDesign #Job #Jobs #Hiring https://t.co/tz6mJC8CIw",42.5047161,-71.19562049999999
86455,A beautiful sight. #ncaachampionship #d3vb #ncaad3 @ Kean University - Harwood Arena https://t.co/5m5FFVAOET,40.68034603,-74.23747749
137286,@madamegandhi commanding the custom recording drum kit we made for this track. #zlmr @ Zoo Labs https://t.co/bFSNOOqoQg,37.802979,-122.285829
183331,"""@LaPerraCamila: 
@miavianet @Foxxy_Liby @NudeArt69  @PornBabesStars @johnnywalkeryyc @Realy_hot https://t.co/0nwyDvOxI0"".fucking Beautiful",30.191180499999998,-81.5656085
27304,AIDS N : Researchers study progression of HIV during early stages of infection https://t.co/mkboAZS0cA,25.77508716,-80.2732666
114910,How old would you be if you didn&amp;#39;t know how old you are? - Satchel Paige https://t.co/9DtSd9qe5Q,37.69884483,-123.01166612
123371,Check out my #listing in #Cornelius #NC https://t.co/C60CrqLxCr #realestate #realtor https://t.co/knfTzBabED,35.482946999999996,-80.900898
112331,"Can you recommend anyone for this #job? Case Manager - RN, PT - https://t.co/rKzC4UUSUS #Shreveport, LA #Nursing #Hiring #CareerArc",32.403071999999995,-93.76586
30912,Just spotted this hidden tag in my ivan_idland dress #blackheartsball #fwmn @ Muse Event Center https://t.co/vvp6zE0wfn,44.98574,-93.27043
136119,"Sliders and cheese sticks at 2am. The chef always delivers #chefslife @ Boston, Massachusetts https://t.co/ZyAxna3fta",42.3578,-71.0617
71002,"Can you recommend anyone for this #job? 4-1 Medicine Overflow - https://t.co/NcBaQtrPxo #travelnurse #Durham, NC https://t.co/UKnPY3IaaU",35.99403289999999,-78.898619
63712,"I'm at Dave &amp; Buster's in Syracuse, NY https://t.co/PTmHo37Qyi",43.06844747,-76.17144247
179060,Can you recommend anyone for this #job? Barista (QC) - https://t.co/MRnn1Q8c4m #Hospitality #Veterans #Hiring #CareerArc,45.5195025,-73.55565249999998
61304,"Here with Diane and the Stick Men. (@ The @IridiumNyc in New York, NY) https://t.co/jcHlcciB4G",40.76178846,-73.98365020999998
186924,I'm at 90 West https://t.co/ajjiEex0OB,41.40597304,-82.11727655
17857,My son my son #giannassweet16 @ Flagship Brewing Company https://t.co/jWNpzHlJ3j,40.6376,-74.07548
144186,"This hand I'm holding has wiped my tears, picked me up, made me her… https://t.co/INwQb5lgv4",34.753393,-86.661327
163767,"Interested in a #Nursing #job near #Longview, TX? This could be a great fit: https://t.co/VaRHNOMBqR #Hiring #CareerArc",32.5007037,-94.74048909999999
6103,Bts with @goodluckran and @shfapparel @ Playhouse Nightclub https://t.co/ff2HMkB0yA,34.10120791,-118.33145997
94252,@MikeReiss @Espngreeny Interest is the parallel of their careers. Both hard several early championships arguable attributed to the team...,42.4461751,-71.0139787
146091,"See ya tomorrow morning at 6:30am, Start Line. #ragnaraustin #ragnarrelay #ragnar #austin… https://t.co/ZtGUQyaMCx",30.24623223,-98.90311496
3224,"See our latest #Roseville, MN #job and click to apply: Full-time Overnight LPN - https://t.co/XmfDzBbszH #Nursing https://t.co/n4b7AspSrL",45.00607670000001,-93.1566107
12780,I am so pissed the fuck off I can’t fucking believe this fucking shit,39.74513245,-104.99513245
28388,"I'm at @Zaxbys in Columbia, SC https://t.co/YhFhiNfieB",34.09822844,-80.85661589
80871,#lowback #FunctionAndFeelBetter #chiropractic #chronicpain #backpainreliefcenter @ Back Pain… https://t.co/pbS7ADsH74,33.54889,-79.04797000000002
138443,Opening night #diff2016 #theland #Dallas #dfw @dallasiff @DallasFilm #Film #dallasart… https://t.co/jaZsmO31hb,32.79105965,-96.7961453
147294,"#Tbt to the 4th of July with the cousin! Can't wait to go back this summer! @ Clearwater, Florida https://t.co/3Ipqprffof",27.9736,-82.76430000000002
190695,Herbo badass And metro  forced on that track,42.0888169,-71.03635859999999
52271,UTEP's QB's @kavikajohnson  and opie_qb12 GO MINERS! @ UTEP Sun Bowl… https://t.co/3LPwnrJ0Mi,31.77345689,-106.50803195
87391,"Two roads diverged in a yellow wood,
And sorry I could not travel… https://t.co/F2lMov4Hbw",42.21150147,-83.57363375
158470,"Want to work in #Cameron, Texas? View our latest opening: https://t.co/hQ4Qyk04h3 #Nursing #Job #Jobs #Hiring #CareerArc",30.853245399999995,-96.9769304
110690,"Meat Associate - Winn Dixie: (#ORLANDO, FL) https://t.co/iSG75UULch #Retail #Job #Jobs #Hiring #CareerArc",28.5126716,-81.32833909999998
90321,"#CharterTownshipofYpsilanti, MI #BusinessMgmt #Job: District Manager Trainee-Retail Sales at Speedway https://t.co/8IruJJHR2R #Jobs #Hiring",42.1921174,-83.53897619999998
36538,"Had an amazing Friday night, because I caught up with this babe 👯🍷😘… https://t.co/GhjrxpB7OZ",40.08578843,-75.39412699
105028,So happy to see my big sister @oburnside she is one of the most… https://t.co/Tv4GGpY6l0,40.762565,-73.9815933
130982,@atweenisborn @EmmahLawson absolutely! Thanks for reading!,41.438874299999995,-81.5898873
130016,Construction on #I90NYSThruway WB at 1.22 before Exit 26 (I-90) - Schenectady (I-890 - Rte 5S) https://t.co/EY7KuEGcGI,42.821473,-74.015958
1466,@edeweysmith The day is here! 1000 women from 55 churches in Atlanta are gathered for the Annual… https://t.co/u4a5bPO16o,33.684470000000005,-84.23478
35711,"Want to work in #Saugus, MA? View our latest opening: https://t.co/aB8dobiPww #Transportation #Job #Jobs #Hiring",42.468164200000004,-71.01411800000001
39873,Slow down. Love the one you're with! 👶#priorities #fit #fitness #fitfam #fitlife #fitnessaddict… https://t.co/7myXSuDrjk,27.9031843,-82.77077540000002
175004,"I'm at Abercrombie &amp; Fitch in Aventura, FL https://t.co/9yBuDorEwO",25.95623247,-80.14259395000002
88201,"Umm, I think dawnchartier is a little overwhelmed by her blubbery flapjack haha @entangledpub @… https://t.co/7B6SptHVO3",36.117836,-115.187325
131190,Much needed weekend getaway! #soothemysoul #beachin #chrisyoung @… https://t.co/0iQcxW5cRJ,30.2915,-87.56200000000001
143402,Chella? Hell to the yes. #vibe @ Spring Valley Spa https://t.co/WSXhLlwjyf,41.3243599,-89.19965359999999
36026,"OC Elite Tigers 14U 11, Spokane Legacy 15U 28, 14U - (Phx) - Pool (A) #adidasuprising @exposurebball",33.527721299999996,-112.26252859999998
187221,"KYNGS RULE TOGETHER 👑💯🔑...

KYNGSONLI interview up on https://t.co/mb2clB02VV OUT NOW! 

CHECK IT OUT! @… https://t.co/ARVN6CBXqn",35.22694444,-80.84333332999998
199925,Presenting at the ACTS Conference #translationalscience #zika #ebola #dc #mhealth @uofr @UR_Med… https://t.co/W51KYKOjwe,38.9225,-77.0535
100420,"Clinical Project Managers/Sr Clinical Project Managers,... - Quintiles: (#SanDiego, California) https://t.co/0tTNBVkX5Q #Pharmaceutical",32.715738,-117.1610838
135449,"Interested in a #Hospitality #job near #Mississauga, ON? This could be a great fit: https://t.co/w0BkHlFqUI #restaurantlife #Hiring",43.58904520000001,-79.6441198
104858,Lunch with friends can be so much fun... From what I hear.… https://t.co/22xKpIHw8M,43.60862,-79.69171999999999
10882,#VerbalDisturbance at 2201-2298 Baker Ave. #orlpol #ocso,28.515262800000002,-81.07662310000002
154835,Robert Liberace paints Tony Ryder @ Hyatt Regency Reston https://t.co/njSRxJNhRr,38.95832418,-77.35610601
165188,⚪️⚪️⚪️⚪️My birthday celebration this Saturday⚪️⚪️⚪️⚪️ @ The Palazzio https://t.co/c05JDcHeHJ,37.53754,-77.43545
64382,"Interested in a #CustomerService #job near #Brentwood, TN? This could be a great fit: https://t.co/06gVLkzpzG #techjobs #Hiring",36.0331164,-86.7827772
158375,"Kathy Griffin Sighting: Jacksonville, Florida https://t.co/6Ws4VpnnlQ @kathygriffin",30.332184,-81.65565100000002
172207,"Crowe Horwath: Federal Tax Senior Staff (#Columbus, OH) https://t.co/zzVuTWEnAu #Accounting #Job #Jobs #Hiring https://t.co/ON5xuuMkj1",39.9625079,-83.00121009999998
195126,"Interested in a #Accounting #job near #NewBraunfels, TX? This could be a great fit: https://t.co/y7r86zw6Xs #Hiring #CareerArc",29.7030024,-98.1244531
94949,"Join the LanguageLine Solutions team! See our latest #job opening here: https://t.co/mtIWXdGarT #interpreter #bilingual #OklahomaCity, OK",35.4675602,-97.5164276
120583,"Compass Group USA #HR : Senior Learning &amp; Development Consultant- Wayne, PA (#Wayne, PA) https://t.co/TYNjnhsCDM #jobhunt #Hiring",40.041599600000005,-75.3698895
37499,Mark your calendars parents!!! @ Enoree Baptist Church https://t.co/qhKglh19HH,34.982595,-82.402672
55320,🎶Take me out to the ball game🎶 ⚾ @ Citizens Bank Park https://t.co/42zfs96bg4,39.90585946,-75.16648422999998
68793,"I'm at Foro de las Estrellas in Aguascalientes, AGS https://t.co/kqq8zIp6tB",21.87153533,-102.30824947
172869,"Can you recommend anyone for this #job? Product Development Engineer - https://t.co/n25mZlGvYD #Intel #SantaClara, California #Engineering",37.354107899999995,-121.9552356
134627,"The Treacherous  Trio, Color TV, Manny Mix, and Ease!!! Whoot, Vegas Studio on CDJs. We headded… https://t.co/PhHd9NzDVl",36.05245673,-115.18062115
77709,"We're #hiring! Click to apply: Home Health Aides (HHAs) - Immediate openings in Perth Amboy, NJ - https://t.co/0aceAtKnQm #PerthAmboy, NJ",40.5067723,-74.2654234
31066,Looks like a the Jungle Book weekend with the family!!!#thejunglebook #radio1039ny @ Madison… https://t.co/JjPgs4UvVv,40.75051355,-73.99289351
9798,Im chaperoning a lock in nigga you aint see me nowhere,39.2972973,-76.62435642
7342,"#Sales in #Charlotte, NC: CREATIVE DIRECTOR/ DIGITAL INNOVATION-SALES at Compass Group USA https://t.co/HYhXVNxebh #jobhunt #Hiring",35.2270869,-80.8431267
74429,"Two Stops (@ Kimbark Plaza in Chicago, IL) https://t.co/uwTwKYc1J8 https://t.co/HsztM8h1Ww",41.79953321,-87.59569229
128610,"Interested in a #Nursing #job near #Gainesville, FL? This could be a great fit: https://t.co/Yz5UvwUc0s #Hiring #CareerArc",29.6516344,-82.3248262
25008,"Happy Birthday, My Beautiful Soul Sister aka My Bunny! Me loves you! @ South Coast Winery Resort… https://t.co/KDRqAL1Ns8",33.53393698,-117.05383492
121910,My happy place this morning! Gonna have a good day with good people!… https://t.co/5lZJsaVOBw,33.39665877,-111.61384921
182004,4 Important Things to Know When Buying Vintage Watches  https://t.co/Y37lmLhJP2,37.4197278,-122.2129874
62831,We didn't get one but the cookies are huge! Good ice cream. Very nice gentleman running it. Another tip from my... https://t.co/1U14frGALP,27.981543,-82.82715330000002
21176,#OhmLounge @ Ohm Lounge https://t.co/S0lFHuT6EI,29.94759802,-90.06738218
23870,We did badass #yoga on the #haysstreetbridge #lavidayoga #friends #mobilom @ Historical Hays… https://t.co/M8jcyUtfQ1,29.43021,-98.47675
181365,"FedEx Office: Retail Customer Service Associate (#Irvine, CA) https://t.co/wyKrdrlBK3 #Retail #Job #Jobs #Hiring #CareerArc",33.683826,-117.80913899999999
180083,"Nestle Waters NA #Sales #Job: Zone Sales Development Manager (#Orange, CA) https://t.co/Jppq4qd5Zd #Jobs #Hiring https://t.co/via5WlJoLn",33.787794399999996,-117.8531119
61801,Drinking a Stout Lad by @MedusaBrewing @ Medusa Brewing Company — https://t.co/pmPouKJTS1,42.3911,-71.5667
10031,Last night at @bybloswestwood supporting @swiperboy @neeko_sbyz and (not pictured) @venturthru !… https://t.co/zvvOYcKZkW,34.04735496,-118.43454257
130870,Day 56/365 Bleeding fire eating nightmares. #myersscottesk8 #committed #365daysofsk8ng… https://t.co/GFvDb1PgUo,34.0522,-118.243
98001,"Trying to cope with the jet lag--def worth the wait, right?   #sanfrancisco #travel #jetlag… https://t.co/7M6aDOy5PS",37.78264618,-122.40775299
16619,"See our latest #Providence, RI #job and click to apply: OR - https://t.co/mZ74iuNCZ4 #TravelNurse #NurseLife #Hiring https://t.co/rWwmncGksD",41.8239891,-71.4128343
89907,"Interested in a #Hospitality #job near #DelMar, CA? This could be a great fit: https://t.co/rzfNdsxUzf #Hiring",32.9594891,-117.2653146
49678,Srry for this basic pose but we're all feelin extra proud to be a part of Sigma Kappa today… https://t.co/lAziq8MMLq,40.26831462,-74.77903068000002
159502,"Can you recommend anyone for this #job? Systems Administrator (PERM) (Direct Hire) - https://t.co/Lp9YJwuEfo #WestDesMoines, IA #IT #Hiring",41.550735700000004,-93.7333537
144748,#diabetic #t1d Sustainable Lifestyle Design: Sustainable Lifestyle Design How To Not Screw… https://t.co/B3BzWBmR3R #type1diabetes #diabetes,40.70640872,-73.99841309
70001,WHAT'S COACHELLA?! in Phoenix today shooting a feastoffiction cooking segment with… https://t.co/staclFjOOr,33.4931,-111.926
62968,"I'm at Il Primo Restaurant in Chattanooga, TN https://t.co/V7rb7KfP9n",35.068655,-85.28889700000002
30629,"Friday #May6th
@DuceOneEnt #DOEBoyz
Presents
#FoxyFridaysCT
Ciroc Boyz vs Black Bottle Boyz… https://t.co/myptWRvpob",41.1564135,-73.22766259999999
157170,In class with one of my favorite students notsocooll_  #hulahoop @ Nelson Ledges Quarry Park https://t.co/d03xD26LiY,41.3202923,-81.0354768
110775,Eyes on the prize! Balancing this stack of cronuts @dominiqueansel without dropping them! Love… https://t.co/CuEhKIVHhy,40.72517,-74.00296
137733,"My LilyFish in wearing ""Tina"" from @shopwraplife 😍😁❤️ she wanted to try it on first lol.… https://t.co/EEFdLdukqW",39.9833,-82.9833
802,"See our latest #Charlotte, NC #job and click to apply: Associate - Projects - https://t.co/Ti6iB7ANcx #IT #Hiring",35.2270869,-80.8431267
132014,This weekend!  #marqueelv #vegas #vegasevents - #marqueepromoter #galantis #partyrock #cashcash… https://t.co/zWKhvDpaT3,36.1096802,-115.17416599999999
74052,Y'all did a great job @bails_marie baylor_cutrer he's def a stud ! 😎 #Owen @ Woman's Hospital https://t.co/rohMbXxJmj,30.387010600000004,-91.03784940000001
124996,Start making your lunch plans today!! We will be in Dallas at 3811 Turtle Creek from. 11 to… https://t.co/3huICvy2cU,32.81426876,-96.80118242
3121,"We never forget. ,,The falling men"" #wtc #myart #neverforget #weneverforget #art #paint #ny… https://t.co/yGZkwWs3Zh",40.34837918,-75.62627834
115996,Ran into Maryland Environmental Service today working had survey the erosion of Bread and Cheese… https://t.co/Hb9QqxD8Ca,39.28175185,-76.49729298
81973,Drinking an A Winter Stout by Baere Brewing Co @ Baere Brewing Co. — https://t.co/buMkhmuEfN,39.7214,-104.98700000000001
13208,"Blinded by the light.
Revved up like a deuce,
Another runner in the night.

Some silicone… https://t.co/09seQr0vJD",29.7629,-95.3832
162852,Isn't this just the best HR group ever you ever did see?#PurinaHRConf  #GoCards @ Busch Stadium https://t.co/EcTc7ecpgm,38.6236075,-90.1929937
39121,#libertybell #Philadelphia #nationalamericanmiss #nam Caroline Wells having a great time in… https://t.co/TFOO1eU1UW,39.94948611,-75.15029444
70943,"#Newnan, GA #Healthcare #Job: Research Coordinator at Cancer Treatment Centers of America https://t.co/zsEngwaT9Z #Jobs #Hiring",33.393424800000005,-84.75691879999998
100113,"#Retail #Job in #MOUNTAINHOME, AR: Store Counter Sales at O'Reilly Auto Parts https://t.co/JSEV7oAWuh #Jobs #Hiring #CareerArc",36.3382385,-92.3847434
62288,"If you're a #Retail professional in #Caledonia, MI, check out this #job: https://t.co/am0VHNHNZv #Hiring",42.7891985,-85.51668640000001
145637,The male goose hissed at me. Didn't know they did that. Haha but he had a reason. #springtime… https://t.co/LC205V2Bq1,36.20682854,-86.69287113999998
157545,Jack Johnson vibes today 👌🏻✌🏻️😏 #jackjohnson #solo #breakfromschool @ California Baptist University https://t.co/BvOJZZRBTH,33.93,-117.425
57537,"Spotr 6 miles ESE of DALHART, TX @ 12:16AM UTC Rotating Wall Cloud&gt;-10 W of location.",36.02246326,-102.41546479
194703,"@deesnider 
Miss our weekly talks.   All the best 👊
#snidercomments",45.5662226,-93.5796408
149070,"My old team pulled it off! #GoPro (@ Pier 35 in San Francisco, CA) https://t.co/3AFIoMQ4M7 https://t.co/RccsVic8JC",37.80722615,-122.40632838
131338,Update: Construction on #I95 NB from 3rd Avenue; Exit 3 to Southern Boulevard https://t.co/kIhjz45j4e,40.843897999999996,-73.897499
93298,"Join the BAYADA Home Health Care team! See our latest #job opening here: https://t.co/4lMt0YdHOo #MountAiry, NC #Hiring",36.499300700000006,-80.6072858
62677,"#Hospitality #Job alert: Server - Sandy's Pub - Seasonal | Resort at Squaw Creek | #OlympicValley, CA https://t.co/B2oDE5mjJB #Jobs",39.1969804,-120.2357055
118762,Yoga! #afftonstrong rms.cares afftonschools #afftonstrong #180daysoflearning #yogaeveryday @… https://t.co/a6ST2UR4O9,38.57297132,-90.31661341
84720,"Can you recommend anyone for this #job? Per Diem Speech Language Pathologist - https://t.co/SKOLnQ1fgN #Salisbury, North Carolina #Hiring",35.6709727,-80.4742261
108678,"Accident, left lane blocked in #EastShoreway on I-90 WB east of E 152nd St #traffic https://t.co/IXfI2jq0g9",41.56514,-81.58524
50413,Knee Deep Lupulin River now available on tap. https://t.co/DnRW5at7TS @KneeDeepBrewing #craftbeersanctuary #BeerMenus,41.076543799999996,-73.8585824
105786,"See our latest #Fresno, CA #job and click to apply: District Sales Manager - Under Hood - https://t.co/7cMkKVpY6v #Sales #Hiring #CareerArc",36.8420172,-119.80194979999999
138315,Me with a former peep and a new peep. #onceapeepalwaysapeep @ Silverlake / Los Feliz https://t.co/YbLc7lBuTf,34.108829,-118.27106213
119612,"little different to glasto 🌞☀️🌵🌴🌝⛰🏜🏊🏽 #happyfriday #cali @ Palm Desert, California https://t.co/lFPeoaQpiq",33.7255,-116.369
187552,School shenanigans are getting pretty ridiculous. @ TWU https://t.co/YgcnVwSnYL,33.22637,-97.12855
201964,"If you're a #Retail professional in #LAKEWORTH, FL, check out this #job: https://t.co/HSl9cTIY2u #Hiring",26.571143199999998,-80.14747300000002
202050,2016 Warriors &gt; 1996 Bulls @warriors #30,38.87976554,-77.01629183999998
4989,Cleared: Construction on #I295 NB from Exit 26N - I-76/I-676 to Exit 28 - NJ 168/Black Horse Pike,39.867204,-75.10203
108575,"#CareerArc #Nursing #Job alert: RN Experienced Telemetry | Cleveland Clinic | #Cleveland, OH https://t.co/LgYbxymNs3 #Jobs #Hiring",41.503443299999994,-81.62059530000002
184720,SB0884 [NEW] Human services; medical services; maintenance of effort on certain county owned nursing homes; exten... https://t.co/6TCJXAph3O,42.733470000000004,-84.5553
112914,"Join the TD Bank US team! See our latest #CustomerService #job opening here: https://t.co/v8v3iLjuCD #Exton, PA #Hiring #CareerArc",40.028426,-75.62538139999998
26517,Just posted a photo @ Beachwood Canyon https://t.co/n6KyPN2V9X,34.113556,-118.321329
114072,"Interested in a #Hospitality #job near #Greenville, KY? This could be a great fit: https://t.co/48uyvNFBrT #SONIC #Hiring #CareerArc",37.225373,-87.1686222
49728,Double-datin' like a couple of ol' engaged people. 🍷🍻 #friday #friyay #fridaynight #doubledate @… https://t.co/JsbVaXZmON,44.843584,-93.745193
129636,"Wind 1.0 mph NW. Barometer 30.089 in, Steady. Temperature 37.9 °F. Rain today 0.00 in. Humidity 78%",39.24222222,-121.05444444
170061,Happy Milwaukee Day! High 5 your neighbor. #milwaukeeday2016 @… https://t.co/x33qFveDUG,43.0240898,-87.9123917
27648,she cool ig @ The Old Market https://t.co/8UR22fjyxq,41.25782248,-95.99795461
3016,"RN MS TELE Registered Nurse - Supplemental Health Care: (#Atlanta, GA) https://t.co/Ruj0iT6TLB #Healthcare #Job https://t.co/euVsw3KU1W",33.76,-84.39
116452,"Interested in a #Clerical #job near #MIAMI, FL? This could be a great fit: https://t.co/nfpt4ajnfA #Hiring #CareerArc",25.765279999999997,-80.1847167
159661,It's definitely spring and Twurp is *loving it* 🌸🌸🌸🌸🌸 @ Brooklyn Botanic Garden https://t.co/7ATnrA9qav,40.668738899999994,-73.96304505000002
125719,Need a mane too,30.259356899999997,-90.99020809999999
58325,Closest thing to a plate lunch here in Texas    Prett legit too #teriyakimadness #grindz @… https://t.co/enmSgg9nfG,32.8789832,-97.1580923
131782,Photo: Afghan women https://t.co/R4x6yxbNQr,37.69932939,-123.01188482
67536,"started driving &amp; ended up in Paris.👍🏽😜👎🏽 @ Paris, Arkansas https://t.co/mpv79iq30l",35.29166667,-93.72611111
73174,"Middle school track and field (@ Glenbard North High School in Carol Stream, IL) https://t.co/0jJfkqlQIt",41.92967675,-88.14107894999998
7975,Late night eats @ Mels Diner Waterloo https://t.co/1NslWwWZwB,43.47283553,-80.53565519999998
